Medidor,fecha_inicio,demanda_uni
702FK5,2021-01-02,0.441
702FK5,2021-01-03,0.035
702FK5,2021-01-04,0.013
702FK5,2021-01-05,0
702FK5,2021-01-06,0.008
702FK5,2021-01-07,0.35
702FK5,2021-01-08,0.533
702FK5,2021-01-09,0.502
702FK5,2021-01-10,0.827
702FK5,2021-01-11,1.019
702FK5,2021-01-12,1.022
702FK5,2022-01-01,1.168
702FK5,2022-01-02,1.37
702FK5,2022-01-03,1.491
702FK5,2022-01-04,0.864
702FK5,2022-01-05,0.811
702FK5,2022-01-06,0.872
702FK5,2022-01-07,0.681
702FK5,2022-01-08,1.027
704EPC,2016-01-11,0.547
704EPC,2016-01-12,0.467
704EPC,2017-01-01,0.555
704EPC,2017-01-02,0.471
704EPC,2017-01-03,0.651
704EPC,2017-01-04,0.528
704EPC,2017-01-05,0.613
704EPC,2017-01-06,0.63
704EPC,2017-01-07,0.71
704EPC,2017-01-08,0.684
704EPC,2017-01-09,0.752
704EPC,2017-01-10,0.77
704EPC,2017-01-11,0.654
704EPC,2017-01-12,0.63
704EPC,2018-01-01,0.677
704EPC,2018-01-02,0.866
704EPC,2018-01-03,0.719
704EPC,2018-01-04,0.759
704EPC,2018-01-05,0.704
704EPC,2018-01-06,0.963
704EPC,2018-01-07,0.729
704EPC,2018-01-08,0.698
704EPC,2018-01-09,0.83
704EPC,2018-01-10,0.795
704EPC,2018-01-11,0.82
704EPC,2018-01-12,0.758
704EPC,2019-01-01,0.662
704EPC,2019-01-02,0.544
704EPC,2019-01-03,0.614
704EPC,2019-01-04,0.94
704EPC,2019-01-05,0.713
704EPC,2019-01-06,0.758
704EPC,2019-01-07,0.639
704EPC,2019-01-08,0.671
704EPC,2019-01-09,0.685
704EPC,2019-01-10,0.725
704EPC,2019-01-11,0.699
704EPC,2019-01-12,0.705
704EPC,2020-01-01,0.765
704EPC,2020-01-02,0.618
704EPC,2020-01-03,0.674
704EPC,2020-01-04,0.835
704EPC,2020-01-05,0.708
704EPC,2020-01-06,0.684
704EPC,2020-01-07,0.938
704EPC,2020-01-08,0.871
704EPC,2020-01-09,0.741
704EPC,2020-01-10,0.938
704EPC,2020-01-11,0.603
704EPC,2020-01-12,0.577
704EPC,2021-01-01,0.546
704EPC,2021-01-02,0.578
704EPC,2021-01-03,0.962
704EPC,2021-01-04,0.698
704EPC,2021-01-05,1.06
704EPC,2021-01-06,0.715
704EPC,2021-01-07,0.762
704EPC,2021-01-08,0.811
704EPC,2021-01-09,1.033
704EPC,2021-01-10,0.961
704EPC,2021-01-11,0.623
704EPC,2021-01-12,0.719
704EPC,2022-01-01,0.887
704EPC,2022-01-02,0.862
704EPC,2022-01-03,0.547
704EPC,2022-01-04,0.827
704EPC,2022-01-05,0.82
704EPC,2022-01-06,0.812
704EPC,2022-01-07,0.98
704EPC,2022-01-08,0.888
767HD4,2022-01-07,3.011
767HD4,2022-01-08,2.924
773FKC,26/01/2017,1.346
773FKC,26/01/2018,1.164
773FKC,26/01/2019,0.877
773FKC,26/01/2020,1.48
773FKC,26/01/2021,2.15
773FKC,26/01/2022,0.509
773FKC,26/02/2017,1.29
773FKC,26/02/2018,1
773FKC,26/02/2019,0.923
773FKC,26/02/2020,1.234
773FKC,26/02/2021,1.553
773FKC,26/02/2022,0.454
773FKC,26/03/2017,1.43
773FKC,26/03/2018,0.904
773FKC,26/03/2019,1.063
773FKC,26/03/2020,1.193
773FKC,26/03/2021,1.874
773FKC,26/03/2022,1.446
773FKC,26/04/2017,1.435
773FKC,26/04/2018,0.823
773FKC,26/04/2019,0.818
773FKC,26/04/2020,1.254
773FKC,26/04/2021,2.265
773FKC,26/04/2022,1.739
773FKC,26/05/2017,1.702
773FKC,26/05/2018,0.878
773FKC,26/05/2019,0.826
773FKC,26/05/2020,1.03
773FKC,26/05/2021,2.344
773FKC,26/05/2022,1.931
773FKC,26/06/2017,1.564
773FKC,26/06/2018,0.81
773FKC,26/06/2019,0.777
773FKC,26/06/2020,0.823
773FKC,26/06/2021,2.244
773FKC,26/06/2022,2.343
773FKC,26/07/2017,1.56
773FKC,26/07/2018,2.195
773FKC,26/07/2019,1.346
773FKC,26/07/2020,1.258
773FKC,26/07/2021,2.186
773FKC,26/07/2022,1.921
773FKC,26/08/2017,0.655
773FKC,26/08/2018,0.843
773FKC,26/08/2019,1.075
773FKC,26/08/2020,1.114
773FKC,26/08/2021,1.828
773FKC,26/09/2017,0.642
773FKC,26/09/2018,1.53
773FKC,26/09/2019,1.136
773FKC,26/09/2020,1.234
773FKC,26/09/2021,1.712
773FKC,26/10/2016,1.421
773FKC,26/10/2017,1.29
773FKC,26/10/2018,0.724
773FKC,26/10/2019,2.25
773FKC,26/10/2020,1.094
773FKC,26/10/2021,1.312
773FKC,26/11/2016,1.542
773FKC,26/11/2017,1.638
773FKC,26/11/2018,0.612
773FKC,26/11/2019,1.472
773FKC,26/11/2020,1.273
773FKC,26/11/2021,0.585
773FKC,26/12/2016,1.52
773FKC,26/12/2017,1.739
773FKC,26/12/2018,0.826
773FKC,26/12/2019,1.648
773FKC,26/12/2020,1.631
773FKC,26/12/2021,0.844
896H5H,2020-01-04,2.234
896H5H,2020-01-05,2.568
896H5H,2020-01-06,2.345
896H5H,2020-01-07,2.475
896H5H,2020-01-08,2.484
896H5H,2020-01-09,2.316
896H5H,2020-01-10,2.153
896H5H,2020-01-11,1.334
896H5H,2020-01-12,2.157
896H5H,2020-04-03,2.132
896H5H,2021-01-01,2.021
896H5H,2021-01-02,2.349
896H5H,2021-01-03,1.346
896H5H,2021-01-04,2.382
896H5H,2021-01-05,2.393
896H5H,2021-01-06,2.567
896H5H,2021-01-07,2.701
896H5H,2021-01-08,2.495
896H5H,2021-01-09,2.592
896H5H,2021-01-10,2.357
896H5H,2021-01-11,1.388
896H5H,2021-01-12,1.784
896H5H,2022-01-01,2.589
896H5H,2022-01-02,2.884
896H5H,2022-01-03,1.671
896H5H,2022-01-04,2.169
896H5H,2022-01-05,2.54
896H5H,2022-01-06,2.523
896H5H,2022-01-07,2.565
896H5H,2022-01-08,2.5
928DCJ,2016-01-11,0
928DCJ,2016-01-12,0
928DCJ,2017-01-01,0
928DCJ,2017-01-02,0
928DCJ,2017-01-03,0
928DCJ,2017-01-04,0
928DCJ,2017-01-05,0
928DCJ,2017-01-06,0
928DCJ,2017-01-07,0
928DCJ,2017-01-08,0
928DCJ,2017-01-09,0
928DCJ,2017-01-10,0
928DCJ,2017-01-11,0
928DCJ,2017-01-12,0
928DCJ,2018-01-01,0
928DCJ,2018-01-02,0
928DCJ,2018-01-03,0
928DCJ,2018-01-04,0
928DCJ,2018-01-05,0
928DCJ,2018-01-06,0.633
928DCJ,2018-01-07,0.758
928DCJ,2018-01-08,0.589
928DCJ,2018-01-09,1.251
928DCJ,2018-01-10,0.007
928DCJ,2018-01-11,0.001
928DCJ,2018-01-12,0
928DCJ,2019-01-01,1.286
928DCJ,2019-01-02,1.257
928DCJ,2019-01-03,1.285
928DCJ,2019-01-04,1.176
928DCJ,2019-01-05,0.384
928DCJ,2019-01-06,0.565
928DCJ,2019-01-07,0.642
928DCJ,2019-01-08,0.57
928DCJ,2019-01-09,0.512
928DCJ,2019-01-10,0.586
928DCJ,2019-01-11,0.492
928DCJ,2019-01-12,1.083
928DCJ,2020-01-01,1.631
928DCJ,2020-01-02,1.951
928DCJ,2020-01-03,1.148
928DCJ,2020-01-04,1.753
928DCJ,2020-01-05,1.676
928DCJ,2020-01-06,1.925
928DCJ,2020-01-07,1.835
928DCJ,2020-01-08,2.191
928DCJ,2020-01-09,1.72
928DCJ,2020-01-10,1.773
928DCJ,2020-01-11,1.777
928DCJ,2020-01-12,2.213
928DCJ,2021-01-01,2.954
928DCJ,2021-01-02,2.897
928DCJ,2021-01-03,1.501
928DCJ,2021-01-04,1.671
928DCJ,2021-01-05,1.723
928DCJ,2021-01-06,1.754
928DCJ,2021-01-07,1.817
928DCJ,2021-01-08,2.212
928DCJ,2021-01-09,1.682
928DCJ,2021-01-10,1.561
928DCJ,2021-01-11,1.326
928DCJ,2021-01-12,1.1
928DCJ,2022-01-01,1.548
928DCJ,2022-01-02,1.737
928DCJ,2022-01-03,1.327
928DCJ,2022-01-04,0.979
928DCJ,2022-01-05,1.456
928DCJ,2022-01-06,1.068
928DCJ,2022-01-07,1.791
928DCJ,2022-01-08,2.229
935HPT,2016-01-11,0.919
935HPT,2016-01-12,0.564
935HPT,2017-01-01,0.55
935HPT,2017-01-02,0.914
935HPT,2017-01-03,1.324
935HPT,2017-01-04,1.025
935HPT,2017-01-05,1.245
935HPT,2017-01-06,1.267
935HPT,2017-01-07,1.156
935HPT,2017-01-08,1.265
935HPT,2017-01-09,1.183
935HPT,2017-01-10,1.038
935HPT,2017-01-11,1.254
935HPT,2017-01-12,1.209
935HPT,2018-01-01,1.032
935HPT,2018-01-02,1.041
935HPT,2018-01-03,1.198
935HPT,2018-01-04,1.43
935HPT,2018-01-05,1.371
935HPT,2018-01-06,1.342
935HPT,2018-01-07,1.276
935HPT,2018-01-08,1.764
935HPT,2018-01-09,1.361
935HPT,2018-01-10,1.548
935HPT,2018-01-11,1.251
935HPT,2018-01-12,1.119
935HPT,2019-01-01,1.009
935HPT,2019-01-02,1.309
935HPT,2019-01-03,0.948
935HPT,2019-01-04,1.356
935HPT,2019-01-05,1.35
935HPT,2019-01-06,1.328
935HPT,2019-01-07,1.438
935HPT,2019-01-08,1.437
935HPT,2019-01-09,1.282
935HPT,2019-01-10,1.347
935HPT,2019-01-11,1.284
935HPT,2019-01-12,1.291
935HPT,2020-01-01,1.013
935HPT,2020-01-02,1.38
935HPT,2020-01-03,1.452
935HPT,2020-01-04,1.559
935HPT,2020-01-05,2.058
935HPT,2020-01-06,1.56
935HPT,2020-01-07,1.712
935HPT,2020-01-08,1.832
935HPT,2020-01-09,1.56
935HPT,2020-01-10,1.399
935HPT,2020-01-11,1.185
935HPT,2020-01-12,1.823
935HPT,2021-01-01,1.056
935HPT,2021-01-02,1.458
935HPT,2021-01-03,1.218
935HPT,2021-01-04,1.424
935HPT,2021-01-05,1.826
935HPT,2021-01-06,1.39
935HPT,2021-01-07,1.397
935HPT,2021-01-08,1.525
935HPT,2021-01-09,1.654
935HPT,2021-01-10,1.49
935HPT,2021-01-11,1.43
935HPT,2021-01-12,1.236
935HPT,2022-01-01,2.224
935HPT,2022-01-02,2.474
935HPT,2022-01-03,1.788
935HPT,2022-01-04,1.852
935HPT,2022-01-05,1.527
935HPT,2022-01-06,1.635
935HPT,2022-01-07,1.745
935HPT,2022-01-08,1.752
F290EN,2017-01-12,0
F290EN,2018-01-01,0
F290EN,2018-01-02,0
F290EN,2018-01-03,1.036
F290EN,2018-01-04,1.317
F290EN,2018-01-05,1.158
F290EN,2018-01-06,1.151
F290EN,2018-01-07,1.177
F290EN,2018-01-08,0.356
F290EN,2018-01-09,1.658
F290EN,2018-01-10,1.474
F290EN,2018-01-11,0.399
F290EN,2018-01-12,0.33
F290EN,2019-01-01,0.722
F290EN,2019-01-02,0.368
F290EN,2019-01-03,0.439
F290EN,2019-01-04,1.017
F290EN,2019-01-05,0.998
F290EN,2019-01-06,0.935
F290EN,2019-01-07,0.603
F290EN,2019-01-08,0.622
F290EN,2019-01-09,0.739
F290EN,2019-01-10,0.585
F290EN,2019-01-11,0.647
F290EN,2019-01-12,0.629
F290EN,2020-01-01,0.902
F290EN,2020-01-02,0.366
F290EN,2020-01-03,0.5
F290EN,2020-01-04,0.869
F290EN,2020-01-05,0.686
F290EN,2020-01-06,0.73
F290EN,2020-01-07,0.721
F290EN,2020-01-08,0.945
F290EN,2020-01-09,0.462
F290EN,2020-01-10,0.44
F290EN,2020-01-11,0.373
F290EN,2020-01-12,0.244
F290EN,2021-01-01,0.375
F290EN,2021-01-02,2.747
F290EN,2021-01-03,0.445
F290EN,2021-01-04,0.755
F290EN,2021-01-05,0.667
F290EN,2021-01-06,0.839
F290EN,2021-01-07,0.908
F290EN,2021-01-08,0.579
F290EN,2021-01-09,0.513
F290EN,2021-01-10,0.876
F290EN,2021-01-11,0.773
F290EN,2021-01-12,0.814
F290EN,2022-01-01,2.761
F290EN,2022-01-02,2.618
F290EN,2022-01-03,0.325
F290EN,2022-01-04,0.364
F290EN,2022-01-05,0.365
F290EN,2022-01-06,0.29
F290EN,2022-01-07,0.317
F290EN,2022-01-08,0.364
F290EN,15/11/2017,0
F359EF,2017-01-11,1.414
F359EF,2017-01-12,1.765
F359EF,2018-01-01,1.776
F359EF,2018-01-02,1.021
F359EF,2018-01-03,1.097
F359EF,2018-01-04,0.699
F359EF,2018-01-05,0.666
F359EF,2018-01-06,0.759
F359EF,2018-01-07,0.857
F359EF,2018-01-08,0.576
F359EF,2018-01-09,0.846
F359EF,2018-01-10,1.001
F359EF,2018-01-11,0.555
F359EF,2018-01-12,0.829
F359EF,2019-01-01,0.66
F359EF,2019-01-02,0.676
F359EF,2019-01-03,0.681
F359EF,2019-01-04,1.184
F359EF,2019-01-05,0.61
F359EF,2019-01-06,0.584
F359EF,2019-01-07,0.703
F359EF,2019-01-08,0.884
F359EF,2019-01-09,1.062
F359EF,2019-01-10,1.24
F359EF,2019-01-11,0.975
F359EF,2019-01-12,0.93
F359EF,2020-01-01,0.891
F359EF,2020-01-02,1.378
F359EF,2020-01-03,0.898
F359EF,2020-01-04,0.901
F359EF,2020-01-05,1.139
F359EF,2020-01-06,0.851
F359EF,2020-01-07,0.853
F359EF,2020-01-08,1.035
F359EF,2020-01-09,1.248
F359EF,2020-01-10,0.776
F359EF,2020-01-11,0.906
F359EF,2020-01-12,0.695
F359EF,2021-01-01,0.703
F359EF,2021-01-02,0.681
F359EF,2021-01-03,0.677
F359EF,2021-01-04,0.681
F359EF,2021-01-05,0.736
F359EF,2021-01-06,0.726
F359EF,2021-01-07,0.754
F359EF,2021-01-08,0.802
F359EF,2021-01-09,0.768
F359EF,2021-01-10,0.745
F359EF,2021-01-11,0.688
F359EF,2021-01-12,0.589
F359EF,2022-01-01,0.561
F359EF,2022-01-02,0.568
F359EF,2022-01-03,0.594
F359EF,2022-01-04,1.458
F359EF,2022-01-05,1.12
F359EF,2022-01-06,0.852
F359EF,2022-01-07,0.886
F359EF,2022-01-08,0.928
F359EF,20/10/2017,1.089
F374RC,2018-01-03,1.206
F374RC,2018-01-04,1.071
F374RC,2018-01-05,1.124
F374RC,2018-01-06,1.492
F374RC,2018-01-07,1.107
F374RC,2018-01-08,1.466
F374RC,2018-01-09,1.736
F374RC,2018-01-10,2.048
F374RC,2018-01-11,1.637
F374RC,2018-01-12,1.357
F374RC,2018-07-02,0.957
F374RC,2019-01-01,1.248
F374RC,2019-01-02,1.128
F374RC,2019-01-03,1.337
F374RC,2019-01-04,1.268
F374RC,2019-01-05,1.805
F374RC,2019-01-06,1.793
F374RC,2019-01-07,1.746
F374RC,2019-01-08,1.747
F374RC,2019-01-09,1.426
F374RC,2019-01-10,1.582
F374RC,2019-01-11,1.203
F374RC,2019-01-12,1.317
F374RC,2020-01-01,1.054
F374RC,2020-01-02,1.251
F374RC,2020-01-03,1.628
F374RC,2020-01-04,1.603
F374RC,2020-01-05,1.988
F374RC,2020-01-06,1.815
F374RC,2020-01-07,1.81
F374RC,2020-01-08,1.729
F374RC,2020-01-09,1.777
F374RC,2020-01-10,1.226
F374RC,2020-01-11,1.203
F374RC,2020-01-12,1.214
F374RC,2021-01-01,1.179
F374RC,2021-01-02,1.127
F374RC,2021-01-03,1.302
F374RC,2021-01-04,0.456
F374RC,2021-01-05,0.451
F374RC,2021-01-06,0.52
F374RC,2021-01-07,0.465
F374RC,2021-01-08,0.671
F374RC,2021-01-09,0.632
F374RC,2021-01-10,0.725
F374RC,2021-01-11,0.647
F374RC,2021-01-12,0.598
F374RC,2022-01-01,0.32
F374RC,2022-01-02,0.611
F374RC,2022-01-03,0.587
F374RC,2022-01-04,0.579
F374RC,2022-01-05,0.295
F374RC,2022-01-06,0.03
F374RC,2022-01-07,1.794
F374RC,2022-01-08,1.899
F374RC,19/01/2018,0
F641EV,2018-01-02,1.465
F641EV,2018-01-03,1.742
F641EV,2018-01-04,0.678
F641EV,2018-01-05,0.823
F641EV,2018-01-06,0.626
F641EV,2018-01-07,1.135
F641EV,2018-01-08,0.781
F641EV,2018-01-09,1.261
F641EV,2018-01-10,1.387
F641EV,2018-01-11,1.537
F641EV,2018-01-12,1.8
F641EV,2019-01-01,1.437
F641EV,2019-01-02,1.547
F641EV,2019-01-03,3.057
F641EV,2019-01-04,1.243
F641EV,2019-01-05,1.38
F641EV,2019-01-06,0.703
F641EV,2019-01-07,0.848
F641EV,2019-01-08,0.738
F641EV,2019-01-09,0.97
F641EV,2019-01-10,0.867
F641EV,2019-01-11,0.952
F641EV,2019-01-12,2.133
F641EV,2020-01-01,1.498
F641EV,2020-01-02,2.354
F641EV,2020-01-03,1.418
F641EV,2020-01-04,0.475
F641EV,2020-01-05,0.588
F641EV,2020-01-06,0.6
F641EV,2020-01-07,0.863
F641EV,2020-01-08,0.699
F641EV,2020-01-09,0.734
F641EV,2020-01-10,1.637
F641EV,2020-01-11,1.501
F641EV,2020-01-12,1.564
F641EV,2021-01-01,1.415
F641EV,2021-01-02,1.565
F641EV,2021-01-03,1.394
F641EV,2021-01-04,1.111
F641EV,2021-01-05,0.614
F641EV,2021-01-06,0.731
F641EV,2021-01-07,0.834
F641EV,2021-01-08,0.924
F641EV,2021-01-09,0.661
F641EV,2021-01-10,0.889
F641EV,2021-01-11,1.288
F641EV,2021-01-12,1.372
F641EV,2022-01-01,1.493
F641EV,2022-01-02,1.536
F641EV,2022-01-03,1.422
F641EV,2022-01-04,1.161
F641EV,2022-01-05,0.706
F641EV,2022-01-06,0.743
F641EV,2022-01-07,1.396
F641EV,2022-01-08,0.962
F641EV,13/01/2018,1.692
G913TH,2018-01-03,1.659
G913TH,2018-01-04,1.808
G913TH,2018-01-05,1.969
G913TH,2018-01-06,1.903
G913TH,2018-01-07,1.908
G913TH,2018-01-08,1.908
G913TH,2018-01-09,1.857
G913TH,2018-01-10,1.93
G913TH,2018-01-11,1.194
G913TH,2018-01-12,0.351
G913TH,2018-09-02,0.523
G913TH,2019-01-01,0.484
G913TH,2019-01-02,0.355
G913TH,2019-01-03,1.609
G913TH,2019-01-04,1.634
G913TH,2019-01-05,1.793
G913TH,2019-01-06,1.855
G913TH,2019-01-07,1.856
G913TH,2019-01-08,1.979
G913TH,2019-01-09,1.663
G913TH,2019-01-10,1.673
G913TH,2019-01-11,1.2
G913TH,2019-01-12,0.42
G913TH,2020-01-01,0.591
G913TH,2020-01-02,0.454
G913TH,2020-01-03,1.61
G913TH,2020-01-04,1.805
G913TH,2020-01-05,1.927
G913TH,2020-01-06,1.784
G913TH,2020-01-07,1.927
G913TH,2020-01-08,1.857
G913TH,2020-01-09,1.644
G913TH,2020-01-10,1.358
G913TH,2020-01-11,0.389
G913TH,2020-01-12,0.683
G913TH,2021-01-01,0.734
G913TH,2021-01-02,0.665
G913TH,2021-01-03,1.249
G913TH,2021-01-04,1.724
G913TH,2021-01-05,1.771
G913TH,2021-01-06,1.896
G913TH,2021-01-07,2.024
G913TH,2021-01-08,1.898
G913TH,2021-01-09,0.556
G913TH,2021-01-10,0.995
G913TH,2021-01-11,0.835
G913TH,2021-01-12,2.272
G913TH,2022-01-01,2.248
G913TH,2022-01-02,1.019
G913TH,2022-01-03,0.673
G913TH,2022-01-04,0.603
G913TH,2022-01-05,0.732
G913TH,2022-01-06,1.68
G913TH,2022-01-07,1.736
G913TH,2022-01-08,1.455
G982UY,2017-04-12,2.169
G982UY,2018-01-01,2.103
G982UY,2018-01-02,1.355
G982UY,2018-01-03,1.062
G982UY,2018-01-04,2.13
G982UY,2018-01-05,2.334
G982UY,2018-01-06,2.557
G982UY,2018-01-07,2.569
G982UY,2018-01-08,2.561
G982UY,2018-01-09,2.364
G982UY,2018-01-10,2.241
G982UY,2018-01-11,1.09
G982UY,2018-01-12,1.168
G982UY,2019-01-01,0.972
G982UY,2019-01-02,0.876
G982UY,2019-01-03,1.016
G982UY,2019-01-04,2.024
G982UY,2019-01-05,2.291
G982UY,2019-01-06,2.424
G982UY,2019-01-07,2.473
G982UY,2019-01-08,2.499
G982UY,2019-01-09,2.249
G982UY,2019-01-10,2.238
G982UY,2019-01-11,1.024
G982UY,2019-01-12,0.963
G982UY,2020-01-01,0.938
G982UY,2020-01-02,1.095
G982UY,2020-01-03,1.911
G982UY,2020-01-04,2.314
G982UY,2020-01-05,2.265
G982UY,2020-01-06,2.524
G982UY,2020-01-07,2.337
G982UY,2020-01-08,2.228
G982UY,2020-01-09,2.145
G982UY,2020-01-10,2.098
G982UY,2020-01-11,1.429
G982UY,2020-01-12,1.071
G982UY,2021-01-01,1.43
G982UY,2021-01-02,1.758
G982UY,2021-01-03,1.072
G982UY,2021-01-04,2.171
G982UY,2021-01-05,2.592
G982UY,2021-01-06,2.298
G982UY,2021-01-07,2.197
G982UY,2021-01-08,2.405
G982UY,2021-01-09,2.374
G982UY,2021-01-10,2.068
G982UY,2021-01-11,1.105
G982UY,2021-01-12,1.08
G982UY,2022-01-01,0.901
G982UY,2022-01-02,1.739
G982UY,2022-01-03,0.905
G982UY,2022-01-04,2.205
G982UY,2022-01-05,2.263
G982UY,2022-01-06,2.375
G982UY,2022-01-07,2.312
G982UY,2022-01-08,2.326
GD913K,2020-01-11,1.255
GD913K,2020-01-12,1.044
GD913K,2020-06-10,1.779
GD913K,2021-01-01,1.437
GD913K,2021-01-02,0
GD913K,2021-01-03,1.342
GD913K,2021-01-04,1.553
GD913K,2021-01-05,1.539
GD913K,2021-01-06,1.509
GD913K,2021-01-07,1.501
GD913K,2021-01-08,1.557
GD913K,2021-01-09,1.533
GD913K,2021-01-10,1.332
GD913K,2021-01-11,1.412
GD913K,2021-01-12,1.48
GD913K,2022-01-01,1.885
GD913K,2022-01-02,1.374
GD913K,2022-01-03,1.433
GD913K,2022-01-04,1.553
GD913K,2022-01-05,1.643
GD913K,2022-01-06,1.623
GD913K,2022-01-07,1.543
GD913K,2022-01-08,1.484
H152GC,2018-01-06,1.973
H152GC,2018-01-07,1.876
H152GC,2018-01-08,2
H152GC,2018-01-09,0.912
H152GC,2018-01-10,0.984
H152GC,2018-01-11,1.143
H152GC,2018-01-12,1.459
H152GC,2018-07-05,1.779
H152GC,2019-01-01,1.438
H152GC,2019-01-02,1.117
H152GC,2019-01-03,1.355
H152GC,2019-01-04,1.443
H152GC,2019-01-05,1.404
H152GC,2019-01-06,1.35
H152GC,2019-01-07,1.253
H152GC,2019-01-08,1.316
H152GC,2019-01-09,0.962
H152GC,2019-01-10,0.93
H152GC,2019-01-11,1.644
H152GC,2019-01-12,1.389
H152GC,2020-01-01,1.337
H152GC,2020-01-02,1.471
H152GC,2020-01-03,1.273
H152GC,2020-01-04,1.323
H152GC,2020-01-05,0.878
H152GC,2020-01-06,0.759
H152GC,2020-01-07,0
H152GC,2020-01-08,0.615
H152GC,2020-01-09,0.716
H152GC,2020-01-10,1.129
H152GC,2020-01-11,1.277
H152GC,2020-01-12,1.343
H152GC,2021-01-01,1.226
H152GC,2021-01-02,1.402
H152GC,2021-01-03,1.127
H152GC,2021-01-04,1.093
H152GC,2021-01-05,0.697
H152GC,2021-01-06,0.737
H152GC,2021-01-07,0.651
H152GC,2021-01-08,0.509
H152GC,2021-01-09,0.491
H152GC,2021-01-10,0.441
H152GC,2021-01-11,1.031
H152GC,2021-01-12,0.322
H152GC,2022-01-01,1.144
H152GC,2022-01-02,1.124
H152GC,2022-01-03,1.22
H152GC,2022-01-04,0.403
H152GC,2022-01-05,0.335
H152GC,2022-01-06,0.343
H152GC,2022-01-07,0.294
H152GC,2022-01-08,0.302
H666MV,2020-01-09,1.414
H666MV,2020-01-10,1.729
H666MV,2020-01-11,2.12
H666MV,2020-01-12,2.086
H666MV,2021-01-01,2.141
H666MV,2021-01-02,1.812
H666MV,2021-01-03,1.707
H666MV,2021-01-04,1.891
H666MV,2021-01-05,2.23
H666MV,2021-01-06,1.833
H666MV,2021-01-07,1.944
H666MV,2021-01-08,2.051
H666MV,2021-01-09,2.115
H666MV,2021-01-10,1.845
H666MV,2021-01-11,2.037
H666MV,2021-01-12,2.214
H666MV,2022-01-01,1.364
H666MV,2022-01-02,1.26
H666MV,2022-01-03,1.744
H666MV,2022-01-04,1.476
H666MV,2022-01-05,1.332
H666MV,2022-01-06,1.808
H666MV,2022-01-07,1.912
H666MV,2022-01-08,2.585
J061DN,2018-01-02,6.003
J061DN,2018-01-03,3.82
J061DN,2018-01-04,4.398
J061DN,2018-01-05,4.069
J061DN,2018-01-06,3.87
J061DN,2018-01-07,3.448
J061DN,2018-01-08,3.897
J061DN,2018-01-09,3.733
J061DN,2018-01-10,3.148
J061DN,2018-01-11,5.208
J061DN,2018-01-12,4.645
J061DN,2019-01-01,5.161
J061DN,2019-01-02,4.49
J061DN,2019-01-03,5.107
J061DN,2019-01-04,3.694
J061DN,2019-01-05,3.787
J061DN,2019-01-06,4.851
J061DN,2019-01-07,2.67
J061DN,2019-01-08,3.636
J061DN,2019-01-09,3.286
J061DN,2019-01-10,3.644
J061DN,2019-01-11,6.028
J061DN,2019-01-12,6.04
J061DN,2020-01-01,5.311
J061DN,2020-01-02,6.249
J061DN,2020-01-03,4.349
J061DN,2020-01-04,3.635
J061DN,2020-01-05,2.986
J061DN,2020-01-06,3.118
J061DN,2020-01-07,3.162
J061DN,2020-01-08,2.246
J061DN,2020-01-09,1.322
J061DN,2020-01-10,1.521
J061DN,2020-01-11,2.443
J061DN,2020-01-12,4.534
J061DN,2021-01-01,5.49
J061DN,2021-01-02,3.863
J061DN,2021-01-03,2.792
J061DN,2021-01-04,0.18
J061DN,2021-01-05,0.61
J061DN,2021-01-06,0.716
J061DN,2021-01-07,0.287
J061DN,2021-01-08,0.536
J061DN,2021-01-09,0.324
J061DN,2021-01-10,0.469
J061DN,2021-01-11,0.091
J061DN,2021-01-12,0.036
J061DN,2022-01-01,0.174
J061DN,2022-01-02,1.804
J061DN,2022-01-03,0.341
J061DN,2022-01-04,0.399
J061DN,2022-01-05,1.217
J061DN,2022-01-06,1.86
J061DN,2022-01-07,1.037
J061DN,2022-01-08,1.138
J061DN,19/01/2018,4.416
J185DD,2017-01-12,3.018
J185DD,2018-01-01,2.977
J185DD,2018-01-02,3.13
J185DD,2018-01-03,3.037
J185DD,2018-01-04,3.158
J185DD,2018-01-05,2.72
J185DD,2018-01-06,2.768
J185DD,2018-01-07,2.961
J185DD,2018-01-08,2.685
J185DD,2018-01-09,2.716
J185DD,2018-01-10,2.643
J185DD,2018-01-11,2.801
J185DD,2018-01-12,2.652
J185DD,2019-01-01,2.873
J185DD,2019-01-02,3.045
J185DD,2019-01-03,2.895
J185DD,2019-01-04,2.849
J185DD,2019-01-05,2.632
J185DD,2019-01-06,2.634
J185DD,2019-01-07,3.959
J185DD,2019-01-08,4.034
J185DD,2019-01-09,2.868
J185DD,2019-01-10,2.871
J185DD,2019-01-11,3.088
J185DD,2019-01-12,2.884
J185DD,2020-01-01,2.859
J185DD,2020-01-02,2.948
J185DD,2020-01-03,3.222
J185DD,2020-01-04,3.115
J185DD,2020-01-05,4.375
J185DD,2020-01-06,4.626
J185DD,2020-01-07,4.437
J185DD,2020-01-08,3.626
J185DD,2020-01-09,3.269
J185DD,2020-01-10,3.058
J185DD,2020-01-11,2.93
J185DD,2020-01-12,3.379
J185DD,2021-01-01,3.763
J185DD,2021-01-02,4.81
J185DD,2021-01-03,3.305
J185DD,2021-01-04,3.826
J185DD,2021-01-05,3.712
J185DD,2021-01-06,4.194
J185DD,2021-01-07,4.916
J185DD,2021-01-08,5.378
J185DD,2021-01-09,5.51
