fecha_inicio,medidor,demanda_uni
2020-01-03,450UNH,0.458
2020-01-04,450UNH,0.503
2020-01-05,450UNH,0.512
2020-01-06,450UNH,0.496
2020-01-07,450UNH,0.689
2020-01-08,450UNH,0.751
2020-01-09,450UNH,0.582
2020-01-10,450UNH,0.837
2020-01-11,450UNH,0.736
2020-01-12,450UNH,0.25
2021-01-01,450UNH,0.44
2021-01-02,450UNH,1.275
2021-01-03,450UNH,1.021
2021-01-04,450UNH,0.552
2021-01-05,450UNH,0.375
2021-01-06,450UNH,0.538
2021-01-07,450UNH,0.467
2021-01-08,450UNH,0.561
2021-01-09,450UNH,0.404
2021-01-10,450UNH,0.542
2021-01-11,450UNH,1.116
2021-01-12,450UNH,1.2
2022-01-01,450UNH,1.211
2022-01-02,450UNH,1.455
2022-01-03,450UNH,1.294
2022-01-04,450UNH,1.228
2022-01-05,450UNH,0.635
2022-01-06,450UNH,0.632
2022-01-07,450UNH,0.559
2022-01-08,450UNH,0.34
23/02/2017,450UNH,0
2016-01-12,461GM2,1.655
2017-01-01,461GM2,2.279
2017-01-02,461GM2,0.686
2017-01-03,461GM2,0.707
2017-01-04,461GM2,1.235
2017-01-05,461GM2,1.315
2017-01-06,461GM2,1.916
2017-01-07,461GM2,1.544
2017-01-08,461GM2,1.418
2017-01-09,461GM2,1.303
2017-01-10,461GM2,1.177
2017-01-11,461GM2,0.674
2017-01-12,461GM2,1.711
2018-01-01,461GM2,3.136
2018-01-02,461GM2,0.703
2018-01-03,461GM2,0.669
2018-01-04,461GM2,0.699
2018-01-05,461GM2,0.72
2018-01-06,461GM2,1.431
2018-01-07,461GM2,1.701
2018-01-08,461GM2,1.469
2018-01-09,461GM2,1.334
2018-01-10,461GM2,0.809
2018-01-11,461GM2,0.912
2018-01-12,461GM2,1.144
2019-01-01,461GM2,1.291
2019-01-02,461GM2,1.01
2019-01-03,461GM2,0.867
2019-01-04,461GM2,0.821
2019-01-05,461GM2,1.353
2019-01-06,461GM2,1.704
2019-01-07,461GM2,1.375
2019-01-08,461GM2,1.786
2019-01-09,461GM2,1.345
2019-01-10,461GM2,1.252
2019-01-11,461GM2,0.812
2019-01-12,461GM2,0.955
2020-01-01,461GM2,0.718
2020-01-02,461GM2,0.789
2020-01-03,461GM2,1.738
2020-01-04,461GM2,1.466
2020-01-05,461GM2,1.523
2020-01-06,461GM2,1.457
2020-01-07,461GM2,1.864
2020-01-08,461GM2,0.859
2020-01-09,461GM2,0.881
2020-01-10,461GM2,0.805
2020-01-11,461GM2,0.806
2020-01-12,461GM2,0.68
2021-01-01,461GM2,1.596
2021-01-02,461GM2,0.729
2021-01-03,461GM2,0.849
2021-01-04,461GM2,1.437
2021-01-05,461GM2,1.3
2021-01-06,461GM2,1.587
2021-01-07,461GM2,1.54
2021-01-08,461GM2,1.569
2021-01-09,461GM2,1.533
2021-01-10,461GM2,1.276
2021-01-11,461GM2,0.878
2021-01-12,461GM2,0.818
2022-01-01,461GM2,1.249
2022-01-02,461GM2,2.25
2022-01-03,461GM2,0.849
2022-01-04,461GM2,1.234
2022-01-05,461GM2,2.234
2022-01-06,461GM2,2.374
2022-01-07,461GM2,2.3
2022-01-08,461GM2,2.381
2022-01-02,461N6J,2.755
2022-01-03,461N6J,2.763
2022-01-04,461N6J,0
2022-01-05,461N6J,0
2022-01-06,461N6J,0
2022-01-07,461N6J,0
2022-01-08,461N6J,0
2016-01-12,469MU0,0.456
2017-01-01,469MU0,0.498
2017-01-02,469MU0,0.422
2017-01-03,469MU0,0.458
2017-01-04,469MU0,0.478
2017-01-05,469MU0,0.167
2017-01-06,469MU0,0.155
2017-01-07,469MU0,0.264
2017-01-08,469MU0,0
2017-01-09,469MU0,0
2017-01-10,469MU0,0
2017-01-11,469MU0,0
2017-01-12,469MU0,0
2018-01-01,469MU0,0
2018-01-02,469MU0,0
2018-01-03,469MU0,0
2018-01-04,469MU0,0
2018-01-05,469MU0,0
2018-01-06,469MU0,0
2018-01-07,469MU0,0
2018-01-08,469MU0,0
2018-01-09,469MU0,0
2018-01-10,469MU0,0
2018-01-11,469MU0,0
2018-01-12,469MU0,0
2019-01-01,469MU0,0
2019-01-02,469MU0,0
2019-01-03,469MU0,0
2019-01-04,469MU0,0
2019-01-05,469MU0,0
2019-01-06,469MU0,0
2019-01-07,469MU0,0
2019-01-08,469MU0,0
2019-01-09,469MU0,2.233
2019-01-10,469MU0,1.728
2019-01-11,469MU0,1.624
2019-01-12,469MU0,2.216
2020-01-01,469MU0,1.649
2020-01-02,469MU0,1.758
2020-01-03,469MU0,3.016
2020-01-04,469MU0,2.991
2020-01-05,469MU0,2.527
2020-01-06,469MU0,2.731
2020-01-07,469MU0,2.105
2020-01-08,469MU0,2.139
2020-01-09,469MU0,1.877
2020-01-10,469MU0,1.887
2020-01-11,469MU0,1.075
2020-01-12,469MU0,1.607
2021-01-01,469MU0,1.503
2021-01-02,469MU0,2.41
2021-01-03,469MU0,1.367
2021-01-04,469MU0,2.399
2021-01-05,469MU0,1.467
2021-01-06,469MU0,3.122
2021-01-07,469MU0,2.877
2021-01-08,469MU0,2.561
2021-01-09,469MU0,2.796
2021-01-10,469MU0,2.2
2021-01-11,469MU0,1.355
2021-01-12,469MU0,1.266
2022-01-01,469MU0,1.296
2022-01-02,469MU0,2.081
2022-01-03,469MU0,1.362
2022-01-04,469MU0,1.303
2022-01-05,469MU0,1.943
2022-01-06,469MU0,2.474
2022-01-07,469MU0,2.279
2022-01-08,469MU0,2.401
2016-01-11,472MAL,2.365
2016-01-12,472MAL,1.913
2017-01-01,472MAL,2.152
2017-01-02,472MAL,2.332
2017-01-03,472MAL,2.473
2017-01-04,472MAL,2.791
2017-01-05,472MAL,2.722
2017-01-06,472MAL,2.908
2017-01-07,472MAL,2.71
2017-01-08,472MAL,1.4
2017-01-09,472MAL,0.04
2017-01-10,472MAL,0.041
2017-01-11,472MAL,0.041
2017-01-12,472MAL,0.041
2018-01-01,472MAL,0.041
2018-01-02,472MAL,1.274
2018-01-03,472MAL,1.334
2018-01-04,472MAL,0.04
2018-01-05,472MAL,0.059
2018-01-06,472MAL,3.049
2018-01-07,472MAL,3.023
2018-01-08,472MAL,0.038
2018-01-09,472MAL,3.178
2018-01-10,472MAL,3.017
2018-01-11,472MAL,2.889
2018-01-12,472MAL,2.847
2019-01-01,472MAL,2.239
2019-01-02,472MAL,3.749
2019-01-03,472MAL,0.058
2019-01-04,472MAL,4.112
2019-01-05,472MAL,1.58
2019-01-06,472MAL,0.998
2019-01-07,472MAL,0.939
2019-01-08,472MAL,2.57
2019-01-09,472MAL,2.33
2019-01-10,472MAL,2.237
2019-01-11,472MAL,2.149
2019-01-12,472MAL,2.083
2020-01-01,472MAL,3.142
2020-01-02,472MAL,3.3
2020-01-03,472MAL,3.411
2020-01-04,472MAL,3.117
2020-01-05,472MAL,3.014
2020-01-06,472MAL,4.185
2020-01-07,472MAL,4.882
2020-01-08,472MAL,4.836
2020-01-09,472MAL,4.494
2020-01-11,472MAL,3.923
2020-05-10,472MAL,4.284
2020-09-12,472MAL,4.161
2021-01-01,472MAL,3.534
2021-01-03,472MAL,3.885
2021-01-05,472MAL,4.364
2021-01-07,472MAL,4.943
2021-01-09,472MAL,6.067
2021-01-11,472MAL,5.094
2021-03-04,472MAL,5.049
2021-07-06,472MAL,4.726
2021-08-02,472MAL,3.343
2021-08-08,472MAL,5.688
2021-08-12,472MAL,4.67
2021-09-10,472MAL,5.912
2022-01-01,472MAL,4.479
2022-01-03,472MAL,4.07
2022-01-05,472MAL,4.716
2022-01-07,472MAL,5.278
2022-06-04,472MAL,4.76
2022-06-06,472MAL,5.152
2022-07-02,472MAL,4.424
2022-07-08,472MAL,5.395
2016-05-12,486PUP,0.81
2017-01-01,486PUP,1.376
2017-01-02,486PUP,1.579
2017-01-03,486PUP,1.565
2017-01-04,486PUP,1.201
2017-01-05,486PUP,1.022
2017-01-06,486PUP,0.88
2017-01-07,486PUP,1.048
2017-01-08,486PUP,1.074
2017-01-09,486PUP,1.276
2017-01-10,486PUP,0.96
2017-01-11,486PUP,1.143
2017-01-12,486PUP,2.13
2018-01-01,486PUP,1.869
2018-01-02,486PUP,1.887
2018-01-03,486PUP,0.901
2018-01-04,486PUP,1.236
2018-01-05,486PUP,1.088
2018-01-06,486PUP,0.993
2018-01-07,486PUP,0.974
2018-01-08,486PUP,0.985
2018-01-09,486PUP,0.964
2018-01-10,486PUP,1.297
2018-01-11,486PUP,1.403
2018-01-12,486PUP,2.157
2019-01-01,486PUP,1.87
2019-01-02,486PUP,1.684
2019-01-03,486PUP,1.578
2019-01-04,486PUP,1.625
2019-01-05,486PUP,1.076
2019-01-06,486PUP,0.857
2019-01-07,486PUP,1.233
2019-01-08,486PUP,1.006
2019-01-09,486PUP,0.864
2019-01-10,486PUP,0.953
2019-01-11,486PUP,1.596
2019-01-12,486PUP,1.866
2020-01-01,486PUP,1.727
2020-01-02,486PUP,1.561
2020-01-03,486PUP,1.399
2020-01-04,486PUP,0.979
2020-01-05,486PUP,1.008
2020-01-06,486PUP,0.964
2020-01-07,486PUP,1.047
2020-01-08,486PUP,1.167
2020-01-09,486PUP,0.891
2020-01-10,486PUP,0.859
2020-01-11,486PUP,0.969
2020-01-12,486PUP,1.842
2021-01-01,486PUP,1.688
2021-01-02,486PUP,1.672
2021-01-03,486PUP,0.885
2021-01-04,486PUP,1.045
2021-01-05,486PUP,1.006
2021-01-06,486PUP,1.032
2021-01-07,486PUP,0.784
2021-01-08,486PUP,1.064
2021-01-09,486PUP,0.76
2021-01-10,486PUP,0.427
2021-01-11,486PUP,0.806
2021-01-12,486PUP,0.811
2022-01-01,486PUP,1.621
2022-01-02,486PUP,1.636
2022-01-03,486PUP,1.98
2022-01-04,486PUP,1.154
2022-01-05,486PUP,1.2
2022-01-06,486PUP,0.843
2022-01-07,486PUP,1.176
2022-01-08,486PUP,0.963
2017-01-04,502WWU,2.816
2017-01-05,502WWU,3.139
2017-01-06,502WWU,2.966
2017-01-07,502WWU,2.024
2017-01-08,502WWU,3.064
2017-01-09,502WWU,2.7
2017-01-10,502WWU,2.803
2017-01-11,502WWU,2.986
2017-01-12,502WWU,3.173
2018-01-01,502WWU,3.572
2018-01-02,502WWU,2.615
2018-01-03,502WWU,2.572
2018-01-04,502WWU,2.58
2018-01-05,502WWU,2.666
2018-01-06,502WWU,2.823
2018-01-07,502WWU,2.748
2018-01-08,502WWU,2.541
2018-01-09,502WWU,2.982
2018-01-10,502WWU,2.988
2018-01-11,502WWU,2.794
2018-01-12,502WWU,2.812
2019-01-01,502WWU,3.008
2019-01-02,502WWU,2.886
2019-01-03,502WWU,2.727
2019-01-04,502WWU,3.64
2019-01-05,502WWU,3.686
2019-01-06,502WWU,3.754
2019-01-07,502WWU,4.499
2019-01-08,502WWU,3.572
2019-01-09,502WWU,3.819
2019-01-10,502WWU,3.594
2019-01-11,502WWU,3.615
2019-01-12,502WWU,4.294
2020-01-01,502WWU,4.353
2020-01-02,502WWU,4.31
2020-01-03,502WWU,3.681
2020-01-04,502WWU,2.188
2020-01-05,502WWU,3.001
2020-01-06,502WWU,1.968
2020-01-07,502WWU,3.138
2020-01-08,502WWU,3.435
2020-01-09,502WWU,2.795
2020-01-10,502WWU,2.437
2020-01-11,502WWU,2.067
2020-01-12,502WWU,3.981
2021-01-01,502WWU,4.033
2021-01-02,502WWU,4.238
2021-01-03,502WWU,1.991
2021-01-04,502WWU,2.394
2021-01-05,502WWU,3.381
2021-01-06,502WWU,3.459
2021-01-07,502WWU,3.321
2021-01-08,502WWU,3.435
2021-01-09,502WWU,3.227
2021-01-10,502WWU,2.469
2021-01-11,502WWU,2.831
2021-01-12,502WWU,1.993
2022-01-01,502WWU,3.576
2022-01-02,502WWU,3.939
2022-01-03,502WWU,2.16
2022-01-04,502WWU,2.424
2022-01-05,502WWU,3.73
2022-01-06,502WWU,3.593
2022-01-07,502WWU,4.647
2022-01-08,502WWU,3.738
2021-01-10,551YD8,0.866
2021-01-11,551YD8,1.204
2021-01-12,551YD8,1.827
2021-02-09,551YD8,1.585
2022-01-01,551YD8,2.02
2022-01-02,551YD8,1.751
2022-01-03,551YD8,1.714
2022-01-04,551YD8,1.289
2022-01-05,551YD8,0.659
2022-01-06,551YD8,1.056
2022-01-07,551YD8,0.718
2022-01-08,551YD8,0.724
2020-01-09,610T4M,0.358
2020-01-10,610T4M,1.169
2020-01-11,610T4M,1.143
2020-01-12,610T4M,1.15
2021-01-01,610T4M,1.134
2021-01-02,610T4M,1.223
2021-01-03,610T4M,1.283
2021-01-04,610T4M,1.231
2021-01-05,610T4M,0.973
2021-01-06,610T4M,0.559
2021-01-07,610T4M,0.712
2021-01-08,610T4M,0.717
2021-01-09,610T4M,0.469
2021-01-10,610T4M,0.84
2021-01-11,610T4M,0.948
2021-01-12,610T4M,0.931
2022-01-01,610T4M,0.558
2022-01-02,610T4M,1.321
2022-01-03,610T4M,0.836
2022-01-04,610T4M,0.687
2022-01-05,610T4M,1.939
2022-01-06,610T4M,1.936
2022-01-07,610T4M,2.008
2022-01-08,610T4M,1.93
16/01/2017,610T4M,1.484
16/01/2018,610T4M,1.447
16/01/2019,610T4M,1.597
16/01/2020,610T4M,1.211
16/02/2017,610T4M,1.317
16/02/2018,610T4M,1.36
16/02/2019,610T4M,1.27
16/02/2020,610T4M,1.559
16/03/2017,610T4M,0.718
16/03/2018,610T4M,0.61
16/03/2019,610T4M,1.433
16/03/2020,610T4M,1.079
16/04/2017,610T4M,0.686
16/04/2018,610T4M,0.581
16/04/2019,610T4M,0.787
16/04/2020,610T4M,0.936
16/05/2017,610T4M,0.665
16/05/2018,610T4M,0.59
16/05/2019,610T4M,1.026
16/05/2020,610T4M,0.631
16/06/2017,610T4M,0.573
16/06/2018,610T4M,0.546
16/06/2019,610T4M,0.945
16/06/2020,610T4M,0
16/07/2017,610T4M,0.804
16/07/2018,610T4M,0.654
16/07/2019,610T4M,0.539
16/07/2020,610T4M,0.359
16/08/2017,610T4M,0.715
16/08/2018,610T4M,0.709
16/08/2019,610T4M,0.852
16/08/2020,610T4M,0.338
16/09/2017,610T4M,1.146
16/09/2018,610T4M,0.66
16/09/2019,610T4M,0.525
16/10/2017,610T4M,1.009
16/10/2018,610T4M,1.099
16/10/2019,610T4M,1.199
16/11/2016,610T4M,1.311
16/11/2017,610T4M,1.187
16/11/2018,610T4M,1.138
16/11/2019,610T4M,1.38
16/12/2016,610T4M,1.402
16/12/2017,610T4M,1.313
16/12/2018,610T4M,1.505
16/12/2019,610T4M,1.18
2016-01-11,619FP2,0.501
2016-01-12,619FP2,1.332
2017-01-01,619FP2,1.275
2017-01-02,619FP2,0.191
2017-01-03,619FP2,0.626
2017-01-04,619FP2,1.369
2017-01-05,619FP2,1.996
2017-01-06,619FP2,2.379
2017-01-07,619FP2,1.988
2017-01-08,619FP2,1.88
2017-01-09,619FP2,0.226
2017-01-10,619FP2,0.724
2017-01-11,619FP2,0.744
2017-01-12,619FP2,0.945
2018-01-01,619FP2,0.654
2018-01-02,619FP2,0.219
2018-01-03,619FP2,1.602
2018-01-04,619FP2,0.301
2018-01-05,619FP2,0.478
2018-01-06,619FP2,0.208
2018-01-07,619FP2,0.215
2018-01-08,619FP2,0.499
2018-01-09,619FP2,0.215
2018-01-10,619FP2,0.217
2018-01-11,619FP2,0.835
2018-01-12,619FP2,0.767
2019-01-01,619FP2,0.213
2019-01-02,619FP2,0.592
2019-01-03,619FP2,0.211
2019-01-04,619FP2,0.496
2019-01-05,619FP2,0.214
2019-01-06,619FP2,0.213
2019-01-07,619FP2,0.214
2019-01-08,619FP2,1.897
2019-01-09,619FP2,0.246
2019-01-10,619FP2,0.215
2019-01-11,619FP2,0.216
2019-01-12,619FP2,1.162
2020-01-01,619FP2,0.947
2020-01-02,619FP2,0.18
2020-01-03,619FP2,0.04
2020-01-04,619FP2,0.266
2020-01-05,619FP2,0.209
2020-01-06,619FP2,0.205
2020-01-07,619FP2,0.209
2020-01-08,619FP2,0.208
2020-01-09,619FP2,0.218
2020-01-10,619FP2,0.262
2020-01-11,619FP2,0.461
2020-01-12,619FP2,0.217
2021-01-01,619FP2,0.216
2021-01-02,619FP2,0.18
2021-01-03,619FP2,0.57
2021-01-04,619FP2,0.496
2021-01-05,619FP2,0.187
2021-01-06,619FP2,0.239
2021-01-07,619FP2,0.508
2021-01-08,619FP2,0.183
2021-01-09,619FP2,0.185
2021-01-10,619FP2,0.188
2021-01-11,619FP2,0.191
2021-01-12,619FP2,1.933
2022-01-01,619FP2,1.372
2022-01-02,619FP2,0.645
2022-01-03,619FP2,0.481
2022-01-04,619FP2,1.181
2022-01-05,619FP2,0.623
2022-01-06,619FP2,0.637
2022-01-07,619FP2,0.602
2022-01-08,619FP2,0.516
2016-01-11,624PUK,0.402
2016-01-12,624PUK,0.342
2017-01-01,624PUK,0.358
2017-01-02,624PUK,0.396
2017-01-03,624PUK,0.378
2017-01-04,624PUK,1.642
2017-01-05,624PUK,0.488
2017-01-06,624PUK,0.495
2017-01-07,624PUK,2.098
2017-01-08,624PUK,0.498
2017-01-09,624PUK,0.533
2017-01-10,624PUK,2.008
2017-01-11,624PUK,1.87
2017-01-12,624PUK,0.49
2018-01-01,624PUK,0.484
2018-01-02,624PUK,0.492
2018-01-03,624PUK,0.53
2018-01-04,624PUK,0.578
2018-01-05,624PUK,0.97
2018-01-06,624PUK,1.769
2018-01-07,624PUK,1.635
2018-01-08,624PUK,1.694
2018-01-09,624PUK,0.633
2018-01-10,624PUK,0.697
2018-01-11,624PUK,0.536
2018-01-12,624PUK,0.581
2019-01-01,624PUK,0.694
2019-01-02,624PUK,0.533
2019-01-03,624PUK,0.479
2019-01-04,624PUK,0.625
2019-01-05,624PUK,0.585
2019-01-06,624PUK,0.519
2019-01-07,624PUK,0.628
2019-01-08,624PUK,0.742
2019-01-09,624PUK,0.652
2019-01-10,624PUK,0.468
2019-01-11,624PUK,0.522
2019-01-12,624PUK,0.449
2020-01-01,624PUK,0.567
2020-01-02,624PUK,0.475
2020-01-03,624PUK,0.447
2020-01-04,624PUK,0.706
2020-01-05,624PUK,0.693
2020-01-06,624PUK,0.519
2020-01-07,624PUK,0.458
2020-01-08,624PUK,0.601
2020-01-09,624PUK,0.646
2020-01-10,624PUK,0.693
2020-01-11,624PUK,0.516
2020-01-12,624PUK,0.489
2021-01-01,624PUK,0.594
2021-01-02,624PUK,0.563
2021-01-03,624PUK,0.582
2021-01-04,624PUK,0.511
2021-01-05,624PUK,0.488
2021-01-06,624PUK,0.62
2021-01-07,624PUK,0.522
2021-01-08,624PUK,0.509
2021-01-09,624PUK,0.53
2021-01-10,624PUK,0.507
2021-01-11,624PUK,0.693
2021-01-12,624PUK,0.513
2022-01-01,624PUK,0.508
2022-01-02,624PUK,0.465
2022-01-03,624PUK,0.471
2022-01-04,624PUK,0.453
2022-01-05,624PUK,0.447
2022-01-06,624PUK,0.41
2022-01-07,624PUK,0.451
2022-01-08,624PUK,0.379
2019-01-06,642DYT,4.394
2019-01-07,642DYT,4.531
2019-01-08,642DYT,4.732
2019-01-09,642DYT,4.21
2019-01-10,642DYT,4.286
2019-01-11,642DYT,5.45
2019-01-12,642DYT,3.724
2019-03-05,642DYT,3.502
2020-01-01,642DYT,3.143
2020-01-02,642DYT,3.204
2020-01-03,642DYT,2.997
2020-01-04,642DYT,3.811
2020-01-05,642DYT,4.538
2020-01-06,642DYT,4.717
2020-01-07,642DYT,4.939
2020-01-08,642DYT,4.756
2020-01-09,642DYT,3.833
2020-01-10,642DYT,4.258
2020-01-11,642DYT,2.677
2020-01-12,642DYT,2.729
2021-01-01,642DYT,4.9
2021-01-02,642DYT,4.578
2021-01-03,642DYT,3.437
2021-01-04,642DYT,5.038
2021-01-05,642DYT,4.52
2021-01-06,642DYT,4.982
2021-01-07,642DYT,3.853
2021-01-08,642DYT,4.865
2021-01-09,642DYT,4.592
2021-01-10,642DYT,4.69
2021-01-11,642DYT,2.868
2021-01-12,642DYT,2.691
2022-01-01,642DYT,5.69
2022-01-02,642DYT,4.773
2022-01-03,642DYT,3.918
2022-01-04,642DYT,5.001
2022-01-05,642DYT,5.584
2022-01-06,642DYT,5.756
2022-01-07,642DYT,5.534
2022-01-08,642DYT,5.447
2016-01-12,674GG6,1.38
2017-01-01,674GG6,1.305
2017-01-02,674GG6,0.426
2017-01-03,674GG6,0.497
2017-01-04,674GG6,1.606
2017-01-05,674GG6,1.755
2017-01-06,674GG6,1.69
2017-01-07,674GG6,1.71
2017-01-08,674GG6,1.749
2017-01-09,674GG6,1.619
2017-01-10,674GG6,1.59
2017-01-11,674GG6,0.524
2017-01-12,674GG6,1.336
2018-01-01,674GG6,1.437
2018-01-02,674GG6,1.035
2018-01-03,674GG6,1.291
2018-01-04,674GG6,0.88
2018-01-05,674GG6,1.694
2018-01-06,674GG6,1.651
2018-01-07,674GG6,3.004
2018-01-08,674GG6,2.974
2018-01-09,674GG6,3.516
2018-01-10,674GG6,2.518
2018-01-11,674GG6,1.208
2018-01-12,674GG6,1.234
2019-01-01,674GG6,1.343
2019-01-02,674GG6,1.256
2019-01-03,674GG6,1.515
2019-01-04,674GG6,2.261
2019-01-05,674GG6,3.676
2019-01-06,674GG6,2.945
2019-01-07,674GG6,2.844
2019-01-08,674GG6,3.313
2019-01-09,674GG6,2.655
2019-01-10,674GG6,2.27
2019-01-11,674GG6,1.147
2019-01-12,674GG6,1.638
2020-01-01,674GG6,1.473
2020-01-02,674GG6,1.307
2020-01-03,674GG6,2.493
2020-01-04,674GG6,2.665
2020-01-05,674GG6,2.869
2020-01-06,674GG6,2.735
2020-01-07,674GG6,2.964
2020-01-08,674GG6,2.773
2020-01-09,674GG6,2.741
2020-01-10,674GG6,2.586
2020-01-11,674GG6,1.183
2020-01-12,674GG6,2.225
2021-01-01,674GG6,2.496
2021-01-02,674GG6,2.823
2021-01-03,674GG6,1.193
2021-01-04,674GG6,2.894
2021-01-05,674GG6,2.729
2021-01-06,674GG6,3.094
2021-01-07,674GG6,2.643
2021-01-08,674GG6,2.753
2021-01-09,674GG6,2.727
2021-01-10,674GG6,2.636
2021-01-11,674GG6,1.038
2021-01-12,674GG6,1.261
2022-01-01,674GG6,2.977
2022-01-02,674GG6,2.671
2022-01-03,674GG6,1.107
2022-01-04,674GG6,2.861
2022-01-05,674GG6,3.733
2022-01-06,674GG6,3.054
2022-01-07,674GG6,3.341
2022-01-08,674GG6,2.474
2016-01-12,702FK5,0.523
2017-01-01,702FK5,0.855
2017-01-02,702FK5,0.626
2017-01-03,702FK5,0.609
2017-01-04,702FK5,0.585
2017-01-05,702FK5,0.556
2017-01-06,702FK5,0.668
2017-01-07,702FK5,0.55
2017-01-08,702FK5,0.61
2017-01-09,702FK5,0.6
2017-01-10,702FK5,0.65
2017-01-11,702FK5,1.32
2017-01-12,702FK5,0.701
2018-01-01,702FK5,0.636
2018-01-02,702FK5,1.344
2018-01-03,702FK5,1.449
2018-01-04,702FK5,0.666
2018-01-05,702FK5,0.658
2018-01-06,702FK5,1.16
2018-01-07,702FK5,0.607
2018-01-08,702FK5,0.601
2018-01-09,702FK5,0.557
2018-01-10,702FK5,1.096
2018-01-11,702FK5,1.199
2018-01-12,702FK5,1.231
2019-01-01,702FK5,1.395
2019-01-02,702FK5,1.456
2019-01-03,702FK5,1.371
2019-01-04,702FK5,1.518
2019-01-05,702FK5,0.635
2019-01-06,702FK5,0.568
2019-01-07,702FK5,0.561
2019-01-08,702FK5,0.498
2019-01-09,702FK5,0.59
2019-01-10,702FK5,1.076
2019-01-11,702FK5,1.22
2019-01-12,702FK5,1.2
2020-01-01,702FK5,1.26
2020-01-02,702FK5,1.21
2020-01-03,702FK5,1.202
2020-01-04,702FK5,0.462
2020-01-05,702FK5,0.486
2020-01-06,702FK5,0.518
2020-01-07,702FK5,0.571
2020-01-08,702FK5,0.634
2020-01-09,702FK5,0.614
2020-01-10,702FK5,1.114
2020-01-11,702FK5,0.964
2020-01-12,702FK5,0.56
2021-01-01,702FK5,0.604
2021-01-02,702FK5,0.441
2021-01-03,702FK5,0.035
2021-01-04,702FK5,0.013
2021-01-05,702FK5,0
2021-01-06,702FK5,0.008
2021-01-07,702FK5,0.35
2021-01-08,702FK5,0.533
2021-01-09,702FK5,0.502
2021-01-10,702FK5,0.827
2021-01-11,702FK5,1.019
2021-01-12,702FK5,1.022
2022-01-01,702FK5,1.168
2022-01-02,702FK5,1.37
2022-01-03,702FK5,1.491
2022-01-04,702FK5,0.864
2022-01-05,702FK5,0.811
2022-01-06,702FK5,0.872
2022-01-07,702FK5,0.681
2022-01-08,702FK5,1.027
2016-01-11,704EPC,0.547
2016-01-12,704EPC,0.467
2017-01-01,704EPC,0.555
2017-01-02,704EPC,0.471
2017-01-03,704EPC,0.651
2017-01-04,704EPC,0.528
2017-01-05,704EPC,0.613
2017-01-06,704EPC,0.63
2017-01-07,704EPC,0.71
2017-01-08,704EPC,0.684
2017-01-09,704EPC,0.752
2017-01-10,704EPC,0.77
2017-01-11,704EPC,0.654
2017-01-12,704EPC,0.63
2018-01-01,704EPC,0.677
2018-01-02,704EPC,0.866
2018-01-03,704EPC,0.719
2018-01-04,704EPC,0.759
2018-01-05,704EPC,0.704
2018-01-06,704EPC,0.963
2018-01-07,704EPC,0.729
2018-01-08,704EPC,0.698
2018-01-09,704EPC,0.83
2018-01-10,704EPC,0.795
2018-01-11,704EPC,0.82
2018-01-12,704EPC,0.758
2019-01-01,704EPC,0.662
2019-01-02,704EPC,0.544
2019-01-03,704EPC,0.614
2019-01-04,704EPC,0.94
2019-01-05,704EPC,0.713
2019-01-06,704EPC,0.758
2019-01-07,704EPC,0.639
2019-01-08,704EPC,0.671
2019-01-09,704EPC,0.685
2019-01-10,704EPC,0.725
2019-01-11,704EPC,0.699
2019-01-12,704EPC,0.705
2020-01-01,704EPC,0.765
2020-01-02,704EPC,0.618
2020-01-03,704EPC,0.674
2020-01-04,704EPC,0.835
2020-01-05,704EPC,0.708
2020-01-06,704EPC,0.684
2020-01-07,704EPC,0.938
2020-01-08,704EPC,0.871
2020-01-09,704EPC,0.741
2020-01-10,704EPC,0.938
2020-01-11,704EPC,0.603
2020-01-12,704EPC,0.577
2021-01-01,704EPC,0.546
2021-01-02,704EPC,0.578
2021-01-03,704EPC,0.962
2021-01-04,704EPC,0.698
2021-01-05,704EPC,1.06
2021-01-06,704EPC,0.715
2021-01-07,704EPC,0.762
2021-01-08,704EPC,0.811
2021-01-09,704EPC,1.033
2021-01-10,704EPC,0.961
2021-01-11,704EPC,0.623
2021-01-12,704EPC,0.719
2022-01-01,704EPC,0.887
2022-01-02,704EPC,0.862
2022-01-03,704EPC,0.547
2022-01-04,704EPC,0.827
2022-01-05,704EPC,0.82
2022-01-06,704EPC,0.812
2022-01-07,704EPC,0.98
2022-01-08,704EPC,0.888
2022-01-07,767HD4,3.011
2022-01-08,767HD4,2.924
26/01/2017,773FKC,1.346
26/01/2018,773FKC,1.164
26/01/2019,773FKC,0.877
26/01/2020,773FKC,1.48
26/01/2021,773FKC,2.15
26/01/2022,773FKC,0.509
26/02/2017,773FKC,1.29
26/02/2018,773FKC,1
26/02/2019,773FKC,0.923
26/02/2020,773FKC,1.234
26/02/2021,773FKC,1.553
26/02/2022,773FKC,0.454
26/03/2017,773FKC,1.43
26/03/2018,773FKC,0.904
26/03/2019,773FKC,1.063
26/03/2020,773FKC,1.193
26/03/2021,773FKC,1.874
26/03/2022,773FKC,1.446
26/04/2017,773FKC,1.435
26/04/2018,773FKC,0.823
26/04/2019,773FKC,0.818
26/04/2020,773FKC,1.254
26/04/2021,773FKC,2.265
26/04/2022,773FKC,1.739
26/05/2017,773FKC,1.702
26/05/2018,773FKC,0.878
